Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,14720672506.50,19213022691.05,24871775164.60,23775831783.43,31225463217.76,43598748449.05,49333424135.11,46622718605.28,42803323345.14,41807954235.90,40603650231.54,33943612094.80,36384908744.21,36275674203.21,41464995913.92,50701443748.30,51552165622.45,54239171887.77,55625170253.34,59305093979.84,65743666575.86,73571233996.19,78839008444.57,75674336283.19,84445473110.96,104337372362.15,103311640571.82,109816201497.62,124346358066.71,147824370319.95,180617467964.60,222116541865.21,257916133424.10,315474615738.60,253547358747.45,289787338325.39,350666031313.82,374590605854.32,390107556160.65,403137100068.07,358135057862.49,357045064669.84,385605506848.20,422215043594.28,417215559513.36,358868765174.92
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,11931739858.70,13059064374.63,13505573866.67,15414902266.67,17075457600.00,19085731252.44,23232379951.94,30730626663.36,34160444798.11,40474406216.28,44575892473.12,49784338519.46,60362931853.62,70366241969.21,71127528699.94,61877813965.24,60412844678.60,60644782176.05,59105236853.79,62658568287.34,88078760103.82,109414423928.78,115552846616.65,112409222182.70,138247285815.86,139224688814.20,152915654478.89,143195627014.61,156162386724.52,185006881515.07,187632346387.98,173537647058.82,176991934992.84,177965188354.69,164158739097.62,164791442543.38,178635163717.43,218096033517.01,251373002954.38,264467336457.17,282884947702.97,319423424509.07,353361038818.38,321241303699.01,321995279401.50,344003137611.27,327148943812.14,343584391647.93,352993631617.71,302673070846.86,313115929314.34,332121063806.39,356841216410.07,347561349210.98,356084867685.64
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1320796651.69,1383681651.14,1612346412.26,1935298266.45,2206466461.26,2435078534.03,2489845016.65,2692474989.13,2716964388.42,3189740055.14,3800766535.62,4476001946.01,5710107420.14,8030117555.62,9388663645.76,10048022369.91,12876366008.81,15719433719.43,18315007365.97,22526035940.59,28861759209.02,31055409443.04,32291306281.82,29907091339.54,33511383985.67,35699543050.78,41075570591.93,50622571586.11,59707404560.59,68790369107.30,76928290841.87,88959620135.89,104272278634.73,120353947980.76,135812069768.65,144652912433.10,159717233621.66,177352785419.98,168886163221.57,165768095391.56,171668164082.56,169403241524.34,166349228737.39,161384522525.30,169099768875.19,181570082162.19,193536265094.36,211597405593.87,219279678430.16,214046415026.19,228637697575.04,248513617677.29,262629441493.48,275696879834.97,291459356985.34,309383627028.56,320837638328.85,341244161576.76,361691522612.75,363016373358.52,346585881503.64
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,704756304.72,764634783.74,826244609.96,917614007.58,894159153.27,974650463.87,1096432771.46,1238043904.35,1425715405.72,1659904612.57,1920586698.03,2263785443.62,2721440980.76,3696213333.33,5221534955.64,5633673929.99,6327077974.11,6618585073.66,7517176354.84,9296921723.83,11896256782.86,14175228843.64,16084252378.47,17784112149.53,19749361097.97,19156532745.77,18586746057.00,20919215578.21,25371462488.13,30465364738.62,36144336768.70,45466164978.29,52130263965.62,60603478153.24,73690847191.31,87810991957.10,96295886524.82,100124191810.35,85728310229.45,86284660766.96,96074477958.24,89794943349.89,92537752708.59,97645448283.78,115035498757.54,127807618360.97,148630373214.17,180941941477.01,193611986712.84,194152286008.94,239809387605.43,279351168707.27,295087220933.02,307576360584.99,314851156183.41,308004146057.61,318763807455.66,343337750742.27,375981539145.91,374386306993.11,339998477929.99
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1916241996.60,1901868548.28,2001502678.69,2510126747.68,2674441395.53,2956356984.19,3143538481.64,3188945511.56,3330393309.81,3664575983.27,3864170913.37,4244340333.52,5043268548.73,7662996766.67,9496074114.08,9298800799.47,11050125904.94,13139397879.17,16358376511.23,21213672089.20,24488033442.05,25004557093.88,26804401815.53,30346788437.51,33943505717.70,31200161095.45,27734562640.43,32181695507.22,35271880250.50,38848567631.42,44024178343.01,49143148094.27,59167550162.96,66894837030.42,74478356957.78,88705342902.71,100855393910.49,100005323301.87,72167498980.84,79148421052.63,93789736842.11,92783947368.42,100845526315.79,110202368421.05,124749473684.21,143534102611.50,162691238209.48,193547824063.30,230813897715.69,202257625195.06,255016609232.87,297951960784.31,314443149443.15,323277158906.98,338061963396.38,301354803994.37,301255380276.26,319112136545.44,358791603677.73,365276282438.14,337006066373.26
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,7575396973.02,7972996814.15,8497996604.37,9423396234.60,10373995854.76,11334395471.00,12354995063.19,13777394494.83,14894594048.42,16780393294.89,18418392640.38,20333691315.96,21357435928.34,29295674714.25,36807721037.64,38114542813.10,36603349970.17,40651349966.87,46739449961.91,57645721018.03,82980483387.95,85454420500.03,78423059789.88,87415851375.53,77344092906.73,59082638803.53,67521602553.14,88573697223.17,95176640968.04,99030856824.75,115552349036.93,123943432441.24,134545231416.55,147196639471.19,153512625915.29,171735223677.32,163236785802.34,168976663845.49,152982541794.04,151516560274.98,151753369491.92,135429607036.66,129088132201.85,197020241490.08,255806631391.55,288868489078.99,303860874149.01,333075462599.71,316132138757.08,329753048857.05,417365076968.26,458201514136.98,434400545085.81,400886013595.57,381198869776.11,346709790458.56,323585509674.48,381448814653.46,404842116738.07,387934574098.17,335442101366.42
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,4274893913.50,4817580183.60,5081413339.79,5319458351.16,5386054619.35,5906636557.00,6439687598.32,7253575399.32,7483685473.51,8471006100.95,8992721809.39,8751842839.80,6288245866.67,8086725729.34,12512460519.71,19448348073.46,10117113333.33,9651149301.87,13281767142.86,15565480321.94,18138049095.61,20249694002.45,18525399201.60,17609048821.55,18920840000.00,22278423076.92,21774033333.33,24298032258.06,26579005760.35,28781714763.80,31598341233.56,30957483949.58,31708874594.16,33166519417.99,33768660882.79,37939748768.66,46438484107.58,48244309133.49,49984559471.37,51270569883.53,53369787318.62,53991289844.33,54724081490.51,60158929188.26,65108544250.04,69442943089.43,71819083683.74,79611888213.15,91631278239.32,102477791472.39,115279077465.23,128637938711.39,133355749482.48,149990451022.29,172885454931.45,195078678697.23,221415188000.48,249710922462.31,274038973437.28,302571320445.75,323056957972.31
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,4031152976.64,4540447761.19,4955543963.37,4836166666.67,5973366666.67,5760761904.76,5428518518.52,5825170438.49,5960212869.13,6450175213.75,7198360460.20,7820380970.54,8671358732.68,10315760000.34,12370029583.64,13098633901.87,15341403660.47,19470960619.13,23263511958.05,27940411250.27,33400735644.05,36388366869.03,38968039721.75,38729822781.60,38253120737.97,34894411351.98,34942489683.97,36373307085.09,39212550050.42,39540080200.39,47844090709.99,49175565911.07,58418985443.32,66446804802.57,81703500846.04,92507279383.04,97160109277.81,106659508271.26,98443739941.17,86186158684.77,99886577330.73,98211749595.54,97963003804.79,94641378693.22,117081522349.68,145619191582.06,161618581266.32,206181826825.28,242186950900.78,232397835678.34,286563105192.46,334943871931.75,370921320483.84,382116126448.56,381112119657.45,293481748240.78,282825009887.46,311883730690.13,334198214706.21,323429888934.26,271437596293.84
Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,14094687820.74,26336616250.44,36658108850.31,25423812648.59,6293304974.59,6471740805.57,9613369520.42,9866990236.44,13180953598.17,16286433533.32,20736164458.95,24657470574.75,26843700441.55,27209602050.05,28683659006.78,31172518403.32,32685198735.31,35064105500.83,39552513316.07,45427854693.26,57633255618.27,66371664817.04,77414425532.25,99130304099.13,106014659770.22,115931749697.24,135539438559.71,155820001920.49,171222025117.38,186204652922.26,193241108709.54,205276172134.90,223779865815.18,245213686369.16,261921244843.17,271158442448.54
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5224102195.53,5921659485.03,6340580854.39,6885920328.66,7766655085.79,8589340019.03,9208524504.88,9368954010.31,8823033880.33,10070766720.50,11357516987.54,12527405512.93,14743186119.87,19472363466.63,24848821490.47,29472623242.28,31849513771.35,33499799321.23,36256160288.81,44465255686.15,53645202422.70,52448332874.07,52797582336.25,50973526900.09,52888800949.74,55875863392.17,73531550551.26,91594751792.24,109058990760.48,119012054870.45,141438345513.92,127773856785.77,112532519246.08,89214114708.03,103299943084.80,134189814814.82,132129174216.93,126912152101.71,134038718291.06,135218410398.47,125706651925.56,129421029082.77,139738377564.47,171274266365.69,197116960516.51,204809103345.36,216907539831.89,256052559540.10,284553976856.60,252496526813.00,249181190476.37,275243697751.01,258304834621.61,271285280621.37,274497230802.96,234440080998.27,240607907010.38,255016517537.98,275580448365.24,268782471380.39,269751312854.48
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,3749265014.70,4118647627.05,4310163796.72,4630827383.45,5204955900.88,5929231415.37,6561108777.82,7464510709.79,8041999160.02,8683116337.67,10027509449.81,10665896682.07,9415016359.57,6383429490.21,8899191919.19,11230606060.61,13168080808.08,15126060606.06,17811515151.52,19688383838.38,23654444444.44,28100606060.61,30725971563.98,28691889763.78,31151825467.50,31144920844.33,31899070055.80,33351529274.69,38472742808.32,40171018229.07,40010423970.46,45625234697.71,48884606848.13,51809949334.24,52293456906.27,60636022422.62,63320122807.12,62433300338.09,62191955814.35,62973855718.89,82017743416.28,79484403984.88,79904985384.87,91760542940.07,107759683863.12,120055291992.94,137264061106.04,152385716311.92,170077814106.31,168152775283.03,177165635077.07,213587413184.00,224383620829.57,231218567178.98,244360888750.81,270556131701.17,278654637737.69,304567253219.10,314567541558.34,279056608888.64,262610002938.51
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,4110000000.00,4609727272.73,5416272727.27,5668187500.00,5982347826.09,6026593750.00,7072641025.64,7013196078.43,7167086956.52,8377093023.26,9126309734.51,10884114754.10,11853817307.69,16836261173.18,16210404183.54,7622217352.34,10341925249.04,13962893421.54,15989933708.15,21803696985.23,29036709871.79,34509878043.59,25325893205.66,20355959237.21,19622527479.69,17702885393.51,18891048818.74,22255407684.70,26040229793.07,29885685142.91,33113887817.97,37834793730.31,45964327558.88,49297773130.12,57008425295.83,73447063319.30,78039572221.60,84952360922.47,81577430181.41,75173794497.03,77860932151.85,70979923960.37,69736811435.10,75643459839.60,99210392857.61,122964812046.07,154788024805.81,173605968179.26,179638496278.57,172389498444.62,218537551220.07,252251992029.44,267122320056.70,278384332694.36,260541637327.86,243919079437.37,250440149690.89,277034675515.67,297571693064.21,279385487344.53,252940023046.01
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,38413636363.64,40809523809.52,42105263157.89,38995454545.45,28998684210.53,25121666666.67,26362894736.84,30074440483.38,37435317265.13,36937074278.30,35574916294.64,41694118972.51,35952781582.21,37253259017.00,40394824679.12,46066101951.29,57806506024.10,74972669056.59,98452791982.70,122022997508.01,174585202805.23,214313628965.02,174103695930.21,166309355234.59,183326740143.02,170635805316.88,190801346194.30,199959363430.07,177729210874.50,188128818486.40,211695422578.66,241457403085.04,249881592298.07,248715551366.64
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40728950704.62,29859921158.87,34805013229.57,40866748705.11,47850203856.18,60147174076.87,67387788632.98,62180159376.12,66807429711.41,65173130995.22,61828166496.09,67808032979.54,82196001050.75,100090467581.27,119814434353.58,137143471328.27,156264095664.64,190183800884.02,236816485762.99,207434296805.33,209069940963.18,229562733398.95,208857719320.65,211685616592.93,209358834156.33,188033050459.88,196272068576.34,218628940951.68,248950103352.14,252498032247.16,245349489988.26
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,3193200404.37,3417516639.38,3668222357.66,3905734459.73,4235608177.67,4687464054.83,5135387845.97,5740241165.63,6354262628.34,6969025825.63,8108235704.32,9201604240.28,11239117865.09,15090564186.43,17512391475.93,19347607843.14,20332831564.99,21439523310.63,23487614051.09,26622819672.13,32896519823.79,31977276872.96,30527754793.14,27239650741.95,25217969049.58,27115807742.09,38745901353.71,48182925857.41,56347250696.38,60594092182.33,78713860216.57,89233599278.48,107592098307.10,95009751901.26,99688641304.35,118122007430.01,122630089680.27,117016535162.95,123946327916.30,127427343916.47,118310710337.20,121498889485.46,134156091661.96,164862142212.19,189034502110.75,197180330804.63,208581694893.99,240190803449.22,262344779551.78,243701635176.44,237880908317.65,244797226567.11,216236608773.98,226369502104.24,229596170847.00,199313894327.49,206286022781.89,220811110492.15,242194788533.54,239986922638.90,228539245045.34
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,5485854791.97,5670064168.22,6077496267.76,6638937283.14,7274144350.82,5654463586.00,5863733230.98,5961418093.53,5180597620.64,5761588761.69,,7911136757.07,9567331064.66,12802281897.87,13940981798.12,12861983284.39,13604832424.01,15446825318.46,18530518394.65,20731243113.29,23244547384.67,24417617184.25,24164603058.99,24309279705.57,21665975318.88,24679795396.42,30604668356.57,40376354069.95,45176811594.20,43920222524.71,45495129385.05,42745329732.16,41649829859.63,46775620817.43,55314732279.14,63918703506.91,70140835299.01,66075143415.50,56227169851.04,58762260625.88,52623281956.70,53872425916.62,66627729311.45,88250885550.26,103905210084.03,114720129550.10,111538810712.67,137188946865.58,133131369930.41,121373602348.68,146517541181.25,168291357111.74,176206659722.52,190906575136.00,201313497220.92,178064471137.92,188943457301.47,206950600690.40,212225726657.86,212891048340.61,210700848973.51
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,4199134389.90,4426949094.84,4693566416.48,4928628018.39,5379845647.70,6197319929.04,6789938671.75,7555383690.16,8623172959.90,9743089607.50,10976245153.59,13731801564.09,17153463263.11,27081698249.51,46209092072.14,51776222349.89,68055295080.75,80600122701.96,77994316621.48,90391877325.93,94362275580.02,100499312749.92,125948756439.49,156365156618.24,162276728619.52,180183629599.68,209094561833.48,134009995923.17,123057861333.91,120496362916.27,124813263926.23,,,63743623232.01,71841461172.60,96419225743.67,120403931885.44,113919163421.16,110276913362.51,113848450088.35,109591707802.22,126878750295.94,128626917503.72,153544751395.43,190043433964.84,226452138291.54,266298911661.14,349881601458.56,412336172446.85,416397025729.36,486807615326.15,580764902917.44,598868460912.85,460293149324.33,432687036177.82,384951479697.42,417983583565.54,445345256459.11,294356680624.66,258245497664.39,203471303952.34
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2571908062.08,2899654840.37,3286773187.88,3600957771.15,4356913870.24,5166861068.42,6113607728.16,6204253758.58,5736083835.22,6420909789.64,7432223176.77,8289582883.50,9189413409.01,10994381894.80,13858441211.22,16877163792.13,15947709379.65,14620386673.85,12495779622.07,15962459447.22,18134029179.64,21649137620.31,21793496819.34,17345624453.69,17599660054.29,16548827018.29,15244232957.88,20702298396.97,15439408447.23,22499559086.03,26410386669.36,34341465998.20,35966302303.26,34832077220.85,44882079766.89,53312793687.38,55252414130.30,58147522522.52,55501467877.38,50187324567.88,51744749133.21,52030158775.41,54777553515.08,58731030121.87,66768703497.57,76060606060.61,88643193061.75,102170981144.14,120550599815.44,120822986521.48,147528937028.78,171761737046.59,192648999090.08,201175469114.33,200789362451.57,189805300841.60,191895943823.89,211007207483.52,222574697255.52,228470919605.67,202014363787.23
